"user_id","num_clicks","num_sessions","avg_session_duration","age","married","has_children","nights","rooms","num_seats","checkedin_bags","trip_length_days","num_trips","num_flights2","flight_original_price","discounted_flight","hotel_original_price","discounted_hotel","days_until_departure","distance_km","trip_length_category","hotel_spend_category","trip_frequency_category","persona_type","user_id","perks"
"567885","132","8","121.75","39","false","true","9","3","2","2","6","3","4","1046","3138","1357","1343","17","5713.333353927943","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","567885","10% discount at any hotel bookings"
"595740","103","8","96.25","58","true","true","3","3","2","2","3","2","3","1685","3370","587","504","20","6847.172466168759","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","595740","10% discount at any hotel bookings"
"522441","115","8","106.75","34","true","false","4","3","3","3","7","3","6","891","2674","565","561","31","4704.225474597919","Medium Trip","Medium Spender","Frequent Traveler","Groups","522441","1 night free hotel with meals"
"547325","106","8","98.75","44","false","true","5","2","2","2","8","2","4","626","1252","602","602","14","3555.270101801002","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","547325","10% discount at any hotel bookings"
"641364","145","8","135.50","30","false","false","7","4","5","5","9","5","8","1521","7603","1097","1002","33","9473.81337742081","Medium Trip","Medium Spender","Frequent Traveler","Groups","641364","1 night free hotel with meals"
"693729","108","8","101.75","29","true","true","4","2","2","2","6","2","4","435","870","683","683","16","2342.98971933266","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","693729","10% discount at any hotel bookings"
"564182","137","8","126.38","40","false","false","4","4","3","3","9","3","6","1465","4103","732","714","18","5930.553712177148","Medium Trip","Medium Spender","Frequent Traveler","Groups","564182","1 night free hotel with meals"
"677896","96","8","89.50","65","true","true","9","2","1","1","7","2","2","315","598","852","852","8","1852.1794490886907","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","677896","10% discount at any hotel bookings"
"601282","188","8","175.38","57","true","true","3","2","2","2","5","2","4","725","1342","622","622","11","3805.910248141328","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","601282","10% discount at any hotel bookings"
"623949","110","8","102.75","48","true","false","15","3","3","3","17","3","6","287","776","2000","2000","26","1797.043681552778","Long Trip","Medium Spender","Frequent Traveler","Groups","623949","1 night free hotel with meals"
"541240","76","8","71.38","26","true","false","5","2","1","1","2","2","2","341","682","605","589","11","1778.510436161607","Short Trip","Medium Spender","Frequent Traveler","Business","541240","free checked bag"
"551834","136","8","126.75","55","true","false","8","2","2","2","1","3","4","236","709","1881","1881","13","1364.428342291849","Short Trip","Medium Spender","Frequent Traveler","Couple","551834","couple massage"
"735029","126","8","118.13","46","false","false","5","4","3","3","10","3","6","1358","3938","1982","1982","14","6572.041398268939","Medium Trip","Medium Spender","Frequent Traveler","Groups","735029","1 night free hotel with meals"
"581491","248","9","872.00","18","false","false","10","2","1","1","6","2","2","380","761","1830","1830","9","1992.6056745730461","Medium Trip","Medium Spender","Frequent Traveler","Solo","581491","no cancellation fees"
"611087","108","9","89.44","39","false","true","7","2","1","1","4","2","2","664","1294","1805","1644","8","3561.1385648460964","Short Trip","Medium Spender","Frequent Traveler","Business","611087","free checked bag"
"531847","154","8","142.75","66","true","false","7","2","2","2","9","2","4","603","1206","1436","1436","18","3330.2391111079514","Medium Trip","Medium Spender","Frequent Traveler","Couple","531847","couple massage"
"448025","95","8","88.50","29","false","false","4","1","1","1","5","1","2","147","147","608","608","8","798.6561791196343","Short Trip","Medium Spender","Rare Traveler","Solo","448025","no cancellation fees"
"592958","79","8","74.25","18","false","false","3","3","0","0","0","1","0","0","0","1566","1566","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","592958","10% discount at any hotel bookings"
"563482","100","9","82.33","54","false","false","5","2","2","2","8","2","4","1246","2491","1252","1232","24","7251.321612968734","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","563482","10% discount at any hotel bookings"
"494294","139","8","129.88","39","true","false","11","4","4","4","17","4","8","2025","8101","1761","1713","27","11317.582652493064","Long Trip","Medium Spender","Frequent Traveler","Groups","494294","1 night free hotel with meals"
"496382","130","8","120.50","43","false","false","6","2","4","4","15","4","7","758","2995","1848","1848","34","5147.802787730949","Long Trip","Medium Spender","Frequent Traveler","Groups","496382","1 night free hotel with meals"
"593494","167","8","155.25","56","true","false","6","3","3","3","10","3","6","1019","3058","688","688","23","6002.352941492711","Medium Trip","Medium Spender","Frequent Traveler","Groups","593494","1 night free hotel with meals"
"573946","137","8","127.63","50","false","false","4","2","2","2","6","2","4","831","1371","527","527","11","4783.597676572347","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","573946","10% discount at any hotel bookings"
"526378","194","8","179.38","48","false","true","13","4","4","4","15","5","8","1296","6093","1192","1192","29","7391.8996623202165","Long Trip","Medium Spender","Frequent Traveler","Family2","526378","exclusive discounts and family adventure tour"
"600265","125","8","115.75","35","false","true","17","1","1","1","19","1","2","460","460","1445","1445","225","2572.639169401979","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","600265","10% discount at any hotel bookings"
"589228","250","8","521.24","51","true","false","7","3","3","3","10","3","6","1477","3841","1592","1592","17","7998.229164597024","Medium Trip","Medium Spender","Frequent Traveler","Groups","589228","1 night free hotel with meals"
"524722","160","8","150.00","52","true","true","5","3","3","3","9","3","6","679","2003","600","592","18","3673.0918811707907","Medium Trip","Medium Spender","Frequent Traveler","Family","524722","no cancellation fees"
"542976","122","8","113.75","44","true","true","10","3","2","2","9","3","4","1093","3280","1393","1328","16","5957.225008668567","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","542976","10% discount at any hotel bookings"
"563956","112","8","104.75","47","false","false","4","3","2","2","3","2","3","591","1182","1350","1350","15","3572.676355014029","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","563956","10% discount at any hotel bookings"
"510003","80","8","74.63","46","true","true","4","2","1","1","5","1","2","651","651","504","504","6","1849.3480802750003","Short Trip","Medium Spender","Rare Traveler","Business","510003","free checked bag"
"589259","156","8","144.88","38","true","true","8","2","1","1","3","2","2","737","1474","1676","1676","7","3974.2098429997695","Short Trip","Medium Spender","Frequent Traveler","Business","589259","free checked bag"
"513058","231","8","214.00","52","false","true","11","4","5","5","13","6","10","1926","11558","1787","1787","32","9881.43764783344","Long Trip","Medium Spender","Very Frequent Traveler","Family2","513058","exclusive discounts and family adventure tour"
"693765","161","8","148.50","46","true","true","10","4","4","4","14","4","8","1264","5056","1458","1458","33","7530.064147159363","Long Trip","Medium Spender","Frequent Traveler","Family","693765","no cancellation fees"
"514925","284","8","995.13","17","false","false","7","1","0","0","0","1","0","0","0","1288","1288","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","514925","10% discount at any hotel bookings"
"464239","143","8","132.38","49","false","false","7","3","3","3","12","3","6","825","2475","941","941","20","4326.959137582557","Long Trip","Medium Spender","Frequent Traveler","Groups","464239","1 night free hotel with meals"
"510490","115","8","108.38","71","true","false","4","1","0","0","0","1","0","0","0","616","616","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","510490","10% discount at any hotel bookings"
"650055","84","8","78.38","34","true","false","2","2","2","2","3","2","4","872","1744","549","549","12","4840.342305074275","Short Trip","Medium Spender","Frequent Traveler","Couple","650055","couple massage"
"573931","160","8","149.75","17","false","false","6","4","3","3","8","3","5","1675","5024","1387","1329","21","7545.515346156197","Medium Trip","Medium Spender","Frequent Traveler","Groups","573931","1 night free hotel with meals"
"530223","78","8","72.25","40","true","false","6","4","2","2","6","3","4","655","1965","1289","1271","14","3577.9831857429685","Medium Trip","Medium Spender","Frequent Traveler","Couple","530223","couple massage"
"606094","156","8","145.75","54","true","false","9","4","4","4","13","4","8","1012","4048","1174","1153","32","5811.5321043058775","Long Trip","Medium Spender","Frequent Traveler","Groups","606094","1 night free hotel with meals"
"519664","220","8","203.75","53","true","true","11","2","2","2","14","2","4","416","832","1412","1393","20","2017.1441780816983","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","519664","10% discount at any hotel bookings"
"518998","151","8","141.50","46","true","true","5","3","3","3","9","3","6","990","2969","650","624","23","5406.185209828065","Medium Trip","Medium Spender","Frequent Traveler","Family","518998","no cancellation fees"
"596186","91","8","83.63","22","false","false","7","2","1","1","2","2","2","108","194","1281","1281","5","590.0669592071224","Short Trip","Medium Spender","Frequent Traveler","Solo","596186","no cancellation fees"
"553984","77","8","72.88","48","true","false","4","1","1","1","5","1","2","390","351","700","700","8","2128.031343341964","Short Trip","Medium Spender","Rare Traveler","Business","553984","free checked bag"
"616718","350","9","828.49","45","true","false","10","4","3","3","13","3","6","2251","6079","1552","1552","20","9448.025533256052","Long Trip","Medium Spender","Frequent Traveler","Groups","616718","1 night free hotel with meals"
"543306","163","8","152.88","37","false","true","8","2","2","2","6","3","4","701","2102","1386","1273","13","4291.628480692651","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","543306","10% discount at any hotel bookings"
"508144","105","8","97.00","38","false","false","7","3","3","3","11","3","6","979","2740","1470","1470","23","5376.927852853249","Long Trip","Medium Spender","Frequent Traveler","Groups","508144","1 night free hotel with meals"
"526239","95","9","79.33","37","true","true","20","2","1","1","13","2","2","629","1257","1512","1512","7","3629.6201967710085","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","526239","10% discount at any hotel bookings"
"509892","197","8","183.38","67","true","false","7","1","0","0","0","1","0","0","0","910","910","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","509892","10% discount at any hotel bookings"
"526782","106","8","98.88","29","false","false","5","3","2","2","8","2","4","519","1038","1078","1078","15","1766.697931079316","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","526782","10% discount at any hotel bookings"
"627617","120","8","111.25","21","true","false","6","2","1","1","2","2","2","287","545","1120","1120","5","1536.5319410945963","Short Trip","Medium Spender","Frequent Traveler","Business","627617","free checked bag"
"566152","140","9","115.33","40","false","false","9","2","4","4","17","4","8","2778","10696","1200","1200","33","11144.670323285301","Long Trip","Medium Spender","Frequent Traveler","Groups","566152","1 night free hotel with meals"
"611126","78","8","73.63","51","true","true","7","3","2","2","9","2","4","1803","3607","1452","1452","10","6638.463667677475","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","611126","10% discount at any hotel bookings"
"573153","397","8","1082.25","43","false","false","4","2","3","3","6","3","6","1522","4566","676","676","25","8666.799772794542","Medium Trip","Medium Spender","Frequent Traveler","Groups","573153","1 night free hotel with meals"
"580402","161","8","147.38","41","false","false","17","5","4","4","13","5","8","2002","10010","1720","1720","31","7818.084100618184","Long Trip","Medium Spender","Frequent Traveler","Groups","580402","1 night free hotel with meals"
"373489","118","9","96.44","37","true","true","12","2","1","1","13","1","2","7451","5588","1224","1224","223","10288.139989253057","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","373489","10% discount at any hotel bookings"
"632665","93","8","86.50","35","false","false","4","1","1","1","6","1","2","342","342","1060","1007","8","1948.407936904334","Medium Trip","Medium Spender","Rare Traveler","Solo","632665","no cancellation fees"
"525415","151","9","124.22","38","true","true","9","3","3","3","13","3","6","1335","4004","1016","952","31","7693.771695450951","Long Trip","Medium Spender","Frequent Traveler","Family","525415","no cancellation fees"
"568416","81","8","74.13","31","false","true","6","4","2","2","8","2","4","1835","3670","1000","1000","13","5318.485756745232","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","568416","10% discount at any hotel bookings"
"604136","130","8","122.38","39","true","false","7","1","2","2","5","3","4","305","914","553","553","11","1150.5306237012537","Short Trip","Medium Spender","Frequent Traveler","Couple","604136","couple massage"
"651828","112","9","92.22","42","true","true","9","5","1","1","5","2","2","2082","4164","1258","1258","7","3457.787342572968","Short Trip","Medium Spender","Frequent Traveler","Business","651828","free checked bag"
"516176","275","8","254.38","51","false","true","15","3","4","4","23","4","8","743","2974","1325","1325","37","3995.5137623506257","Long Trip","Medium Spender","Frequent Traveler","Family2","516176","exclusive discounts and family adventure tour"
"530801","111","8","104.50","44","false","true","6","3","2","2","8","3","4","1304","3913","1482","1309","11","7033.0674489273515","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","530801","10% discount at any hotel bookings"
"515666","144","8","134.13","39","true","false","14","4","4","4","16","4","7","780","3120","1315","1254","31","4614.25583058432","Long Trip","Medium Spender","Frequent Traveler","Groups","515666","1 night free hotel with meals"
"599348","135","8","125.13","40","false","false","10","3","5","5","19","5","10","1819","9093","975","975","37","10088.610964297395","Long Trip","Medium Spender","Frequent Traveler","Groups","599348","1 night free hotel with meals"
"568931","427","8","1112.50","44","true","true","6","3","4","4","14","4","8","1296","5184","601","601","25","7283.369409569614","Long Trip","Medium Spender","Frequent Traveler","Family","568931","no cancellation fees"
"516351","115","8","107.13","42","false","false","10","3","3","3","15","3","6","783","2348","1338","1338","21","4731.534884190027","Long Trip","Medium Spender","Frequent Traveler","Groups","516351","1 night free hotel with meals"
"621607","97","8","90.00","33","false","true","7","2","2","2","10","2","4","437","808","1075","1075","13","2219.4838378842182","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","621607","10% discount at any hotel bookings"
"588677","156","8","144.50","33","true","true","4","3","3","3","6","3","6","980","2940","620","615","22","5499.215076219967","Medium Trip","Medium Spender","Frequent Traveler","Family","588677","no cancellation fees"
"570928","94","8","88.50","48","false","false","5","3","2","2","7","2","4","2037","4074","1360","1360","17","7819.127229592523","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","570928","10% discount at any hotel bookings"
"512392","111","9","92.56","42","false","false","13","3","3","3","16","3","6","970","2716","1098","1098","34","5155.48205752916","Long Trip","Medium Spender","Frequent Traveler","Groups","512392","1 night free hotel with meals"
"619079","624","8","1292.13","45","false","false","9","3","3","3","14","3","6","568","1704","1086","1086","27","3200.1247601954537","Long Trip","Medium Spender","Frequent Traveler","Groups","619079","1 night free hotel with meals"
"401245","120","8","111.88","28","false","false","6","2","3","3","10","3","6","952","2760","722","722","21","5566.923276027699","Medium Trip","Medium Spender","Frequent Traveler","Groups","401245","1 night free hotel with meals"
"566366","179","9","149.67","38","false","false","10","3","2","2","6","3","4","861","2582","1387","1387","13","4846.044438116203","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","566366","10% discount at any hotel bookings"
"541505","134","8","126.25","43","false","false","7","3","3","3","12","3","6","876","2540","997","997","25","5620.998596577797","Long Trip","Medium Spender","Frequent Traveler","Groups","541505","1 night free hotel with meals"
"559068","251","9","266.22","37","true","false","4","1","2","2","11","2","4","716","1433","880","880","30","3892.825771283765","Long Trip","Medium Spender","Frequent Traveler","Couple","559068","couple massage"
"613442","161","8","149.00","35","false","false","7","4","3","3","8","4","6","1118","4471","1761","1696","21","6520.567306575995","Medium Trip","Medium Spender","Frequent Traveler","Groups","613442","1 night free hotel with meals"
"536474","576","9","1761.67","38","false","false","3","1","1","1","4","1","2","454","454","810","810","12","2496.5573038245607","Short Trip","Medium Spender","Rare Traveler","Solo","536474","no cancellation fees"
"501897","78","8","73.63","44","true","true","9","1","0","0","0","1","0","0","0","936","936","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","501897","10% discount at any hotel bookings"
"546884","86","8","80.50","19","false","false","4","1","0","0","0","1","0","0","0","564","564","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","546884","10% discount at any hotel bookings"
"516144","127","9","106.22","51","true","true","3","3","4","4","5","4","8","1272","5087","818","818","35","7040.458355363282","Short Trip","Medium Spender","Frequent Traveler","Family","516144","no cancellation fees"
"585310","109","8","101.38","35","false","false","6","3","3","3","9","3","6","1127","3380","1976","1976","16","6289.707313367202","Medium Trip","Medium Spender","Frequent Traveler","Groups","585310","1 night free hotel with meals"
"582577","117","9","98.11","41","true","true","5","3","3","3","8","3","6","1093","3279","1065","1065","23","6374.872568539403","Medium Trip","Medium Spender","Frequent Traveler","Family","582577","no cancellation fees"
"579404","134","8","123.88","38","false","false","9","6","4","4","10","4","7","1983","7930","1352","1352","31","6860.781321492084","Medium Trip","Medium Spender","Frequent Traveler","Groups","579404","1 night free hotel with meals"
"590471","144","10","105.90","55","true","false","2","3","4","4","19","4","8","6900","27600","616","616","275","21612.833342954273","Long Trip","Medium Spender","Frequent Traveler","Groups","590471","1 night free hotel with meals"
"607931","167","8","156.63","29","false","false","4","2","3","3","9","3","6","1472","4049","1019","1019","26","8400.083840272127","Medium Trip","Medium Spender","Frequent Traveler","Groups","607931","1 night free hotel with meals"
"429345","136","8","127.63","66","true","true","6","1","0","0","0","1","0","0","0","714","714","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","429345","10% discount at any hotel bookings"
"511326","131","8","121.00","41","true","false","9","3","3","3","12","3","6","1398","3706","1101","1101","23","8212.323072901369","Long Trip","Medium Spender","Frequent Traveler","Groups","511326","1 night free hotel with meals"
"549466","187","8","173.00","48","true","false","2","2","3","3","8","3","6","381","1143","573","573","17","2192.8266473350213","Medium Trip","Medium Spender","Frequent Traveler","Groups","549466","1 night free hotel with meals"
"503342","309","8","774.08","43","true","false","9","2","2","2","13","2","4","500","975","1734","1734","14","2776.0930181932117","Long Trip","Medium Spender","Frequent Traveler","Couple","503342","couple massage"
"610226","120","8","112.25","57","false","true","5","1","1","1","6","1","2","248","248","1860","1860","4","1467.0081696445284","Medium Trip","Medium Spender","Rare Traveler","Normal Travelers","610226","10% discount at any hotel bookings"
"380757","122","8","114.13","46","false","true","14","3","3","3","15","3","5","496","1487","1323","1310","23","4734.164483351377","Long Trip","Medium Spender","Frequent Traveler","Family2","380757","exclusive discounts and family adventure tour"
"535942","106","8","99.50","44","true","true","7","2","2","2","9","2","4","1363","2725","857","857","18","8227.08866851508","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","535942","10% discount at any hotel bookings"
"672112","103","8","95.25","50","true","true","15","3","2","2","6","4","4","491","1816","1692","1692","26","2722.844957961409","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","672112","10% discount at any hotel bookings"
"590442","130","8","120.75","45","true","false","11","4","4","4","12","4","7","1254","5016","970","970","26","7076.281573796568","Long Trip","Medium Spender","Frequent Traveler","Groups","590442","1 night free hotel with meals"
"529048","107","9","88.67","64","true","true","2","1","1","1","3","1","2","483","483","522","522","8","2810.884776912386","Short Trip","Medium Spender","Rare Traveler","Business","529048","free checked bag"
"521859","164","8","152.50","41","false","false","13","5","5","5","16","5","9","1563","7816","1370","1370","39","9540.962147767925","Long Trip","Medium Spender","Frequent Traveler","Groups","521859","1 night free hotel with meals"
"524766","100","9","81.89","35","false","true","3","5","2","2","6","2","4","1100","2144","652","624","12","4200.001973950835","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","524766","10% discount at any hotel bookings"
"609817","136","8","126.63","53","false","false","6","3","4","4","10","4","7","1200","4621","841","841","28","6215.443623522311","Medium Trip","Medium Spender","Frequent Traveler","Groups","609817","1 night free hotel with meals"
"586270","112","9","92.44","35","false","true","8","2","1","1","3","2","2","93","185","1086","951","7","498.00695363947983","Short Trip","Medium Spender","Frequent Traveler","Business","586270","free checked bag"
"520762","102","8","94.63","29","false","false","10","2","1","1","5","2","2","109","185","1081","1081","8","597.6771231726503","Short Trip","Medium Spender","Frequent Traveler","Solo","520762","no cancellation fees"
"532365","97","8","90.88","50","true","false","5","3","1","1","6","1","2","462","462","1950","1950","7","923.449804266945","Medium Trip","Medium Spender","Rare Traveler","Normal Travelers","532365","10% discount at any hotel bookings"
"559094","83","8","77.25","52","true","true","2","2","0","0","0","1","0","0","0","1652","1652","0","0","Long Trip","Medium Spender","Rare Traveler","Normal Travelers","559094","10% discount at any hotel bookings"
"585722","182","8","169.75","34","true","false","6","3","2","2","6","3","4","946","2789","1006","976","19","5132.653077769533","Medium Trip","Medium Spender","Frequent Traveler","Couple","585722","couple massage"
"520708","121","8","112.88","42","false","false","5","2","3","3","14","3","6","920","2760","1194","1194","16","4306.168367968681","Long Trip","Medium Spender","Frequent Traveler","Groups","520708","1 night free hotel with meals"
"629952","230","8","214.50","45","false","false","5","4","3","3","10","3","6","1214","3643","1429","1429","18","4256.742621560635","Medium Trip","Medium Spender","Frequent Traveler","Groups","629952","1 night free hotel with meals"
"628023","133","8","124.00","47","true","false","2","2","3","3","7","3","6","1604","4813","924","924","25","8474.022618883655","Medium Trip","Medium Spender","Frequent Traveler","Groups","628023","1 night free hotel with meals"
"498199","122","8","114.00","45","true","false","8","3","2","2","8","3","4","495","1484","1144","1144","12","2895.2128655255724","Medium Trip","Medium Spender","Frequent Traveler","Couple","498199","couple massage"
"564112","237","8","220.75","37","false","false","7","3","3","3","11","3","6","1551","4421","1424","1424","21","8878.954430026068","Long Trip","Medium Spender","Frequent Traveler","Groups","564112","1 night free hotel with meals"
"566735","108","8","100.25","55","false","true","9","4","4","4","13","4","8","2368","9354","762","744","31","13368.406721925276","Long Trip","Medium Spender","Frequent Traveler","Family2","566735","exclusive discounts and family adventure tour"
"637457","78","8","72.75","40","false","false","4","3","2","2","6","2","4","919","1838","595","595","11","4574.079819174141","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","637457","10% discount at any hotel bookings"
"523090","88","8","82.50","36","false","true","6","2","2","2","8","2","4","913","1644","1014","1014","15","5306.092364075322","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","523090","10% discount at any hotel bookings"
"566953","315","9","804.34","31","false","true","4","1","1","1","5","1","2","476","429","628","628","5","2555.2969053786924","Short Trip","Medium Spender","Rare Traveler","Business","566953","free checked bag"
"717546","107","8","101.13","66","true","false","5","2","2","2","7","2","4","250","450","558","558","21","1536.6129191434002","Medium Trip","Medium Spender","Frequent Traveler","Couple","717546","couple massage"
"532823","128","9","105.44","35","false","false","9","3","3","3","10","4","6","1071","4176","1234","1234","20","6095.51104222443","Medium Trip","Medium Spender","Frequent Traveler","Groups","532823","1 night free hotel with meals"
"588386","150","8","137.75","34","false","false","12","2","2","2","14","2","4","2735","5471","1138","1138","262","16595.353517520856","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","588386","10% discount at any hotel bookings"
"558437","94","10","69.80","44","true","true","4","1","1","1","6","1","2","159","159","824","783","5","818.667568767223","Medium Trip","Medium Spender","Rare Traveler","Normal Travelers","558437","10% discount at any hotel bookings"
"545879","176","8","555.41","26","false","false","3","2","2","2","6","2","4","841","1682","645","645","10","4753.589270691858","Medium Trip","Medium Spender","Frequent Traveler","Normal Travelers","545879","10% discount at any hotel bookings"
"582801","171","8","252.47","51","true","false","8","2","2","2","12","2","4","392","744","1738","1738","15","2093.254335784185","Long Trip","Medium Spender","Frequent Traveler","Couple","582801","couple massage"
"526789","125","8","115.38","29","false","false","6","2","3","3","5","4","6","1064","4150","994","914","27","4601.000249142677","Short Trip","Medium Spender","Frequent Traveler","Groups","526789","1 night free hotel with meals"
"632136","297","8","661.14","51","false","false","10","3","3","3","13","3","6","593","1779","1891","1875","20","3436.5121605750696","Long Trip","Medium Spender","Frequent Traveler","Groups","632136","1 night free hotel with meals"
"524365","224","9","184.67","48","true","false","10","6","5","5","12","6","10","2290","13626","1835","1835","32","12289.210006909534","Long Trip","Medium Spender","Very Frequent Traveler","Groups","524365","1 night free hotel with meals"
"700028","102","8","94.75","21","false","false","14","2","1","1","4","2","2","136","271","1563","1563","6","808.9149815845908","Short Trip","Medium Spender","Frequent Traveler","Solo","700028","no cancellation fees"
"330893","133","8","124.00","43","true","true","6","3","3","3","10","3","6","862","2585","750","750","16","4748.394474675549","Medium Trip","Medium Spender","Frequent Traveler","Family","330893","no cancellation fees"
"635790","122","8","112.25","48","false","false","3","2","4","4","12","4","8","2078","8105","522","522","28","11228.561279859121","Long Trip","Medium Spender","Frequent Traveler","Groups","635790","1 night free hotel with meals"
"537393","142","8","131.00","46","false","false","8","5","4","4","18","4","8","1875","7500","1746","1565","25","7504.61801092116","Long Trip","Medium Spender","Frequent Traveler","Groups","537393","1 night free hotel with meals"
"543327","159","8","147.88","42","false","false","8","4","4","4","13","4","8","1549","6197","1391","1391","30","8085.680568856831","Long Trip","Medium Spender","Frequent Traveler","Groups","543327","1 night free hotel with meals"
"545360","151","8","141.88","38","false","false","4","1","1","1","3","2","2","423","846","672","672","4","2417.4133646312384","Short Trip","Medium Spender","Frequent Traveler","Solo","545360","no cancellation fees"
"578892","160","8","147.13","34","false","true","7","4","4","4","10","4","8","2066","7746","812","812","32","10667.102671950379","Medium Trip","Medium Spender","Frequent Traveler","Family2","578892","exclusive discounts and family adventure tour"
"639009","89","8","81.75","36","false","false","4","5","3","3","9","3","6","1410","3737","773","773","22","4172.850563013923","Medium Trip","Medium Spender","Frequent Traveler","Groups","639009","1 night free hotel with meals"
"481245","104","9","85.44","47","false","false","16","2","2","2","19","2","4","854","1495","896","896","14","5150.06846687032","Long Trip","Medium Spender","Frequent Traveler","Normal Travelers","481245","10% discount at any hotel bookings"
"533283","163","10","121.70","52","false","false","4","6","4","4","10","4","8","1959","7835","719","719","31","8083.1859254945575","Medium Trip","Medium Spender","Frequent Traveler","Groups","533283","1 night free hotel with meals"
"507435","120","8","111.88","54","true","true","10","4","4","4","15","4","8","1312","5250","1878","1878","25","7532.631249332607","Long Trip","Medium Spender","Frequent Traveler","Family","507435","no cancellation fees"
"576231","139","8","129.38","31","true","true","5","2","1","1","3","2","2","101","203","1447","1431","5","588.5909474382754","Short Trip","Medium Spender","Frequent Traveler","Business","576231","free checked bag"
"485505","85","8","79.63","28","false","false","4","3","2","2","2","2","3","325","617","1110","1110","13","1830.1785231509687","Short Trip","Medium Spender","Frequent Traveler","Normal Travelers","485505","10% discount at any hotel bookings"
